                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0819,                0.78817,                 1.2624,                0.92703,                0.93044,                0.96859,                0.53497,                 1.5466,                0.63935,                 1.8169,               0.001012,               0.001012,               0.001012
                     20,                 1.0885,                0.80441,                  1.282,                0.97221,                 0.9644,                0.96301,                0.54941,                 1.4772,                0.55277,                 1.8072,              0.0010065,              0.0010065,              0.0010065
                     21,                 1.0663,                0.80257,                 1.2592,                0.96571,                0.98131,                0.97304,                0.56129,                 1.4819,                0.54678,                 1.8024,               0.001001,               0.001001,               0.001001
                     22,                 1.0543,                0.75031,                 1.2546,                0.96426,                0.97763,                0.97194,                0.54325,                 1.5129,                0.52313,                 1.7705,             0.00099551,             0.00099551,             0.00099551
                     23,                 1.0797,                0.76407,                 1.2736,                0.96031,                0.95879,                 0.9666,                0.51778,                  1.534,                0.56041,                 1.8478,             0.00099001,             0.00099001,             0.00099001
                     24,                   1.03,                0.78721,                 1.2382,                0.92849,                0.93338,                0.90852,                0.51348,                 1.5001,                0.53458,                 1.8929,             0.00098451,             0.00098451,             0.00098451
                     25,                 1.0216,                0.73167,                 1.2315,                0.97154,                0.97809,                0.98283,                0.56296,                 1.4761,                0.52331,                 1.8142,             0.00097901,             0.00097901,             0.00097901
                     26,                  1.039,                0.74728,                 1.2558,                0.96103,                0.98421,                0.96813,                 0.5563,                 1.4552,                0.52656,                 1.7516,             0.00097351,             0.00097351,             0.00097351
                     27,                 1.0229,                0.72271,                  1.229,                0.98137,                0.99429,                0.99056,                0.55124,                 1.4691,                0.51239,                 1.8099,             0.00096801,             0.00096801,             0.00096801
                     28,                0.98021,                0.71707,                 1.2164,                0.97308,                0.99474,                0.99065,                 0.5345,                 1.5294,                0.52692,                 1.8704,             0.00096251,             0.00096251,             0.00096251
                     29,                0.99807,                 0.7027,                 1.2122,                0.97251,                0.95781,                0.97027,                0.54451,                 1.4826,                0.55984,                 1.8646,             0.00095702,             0.00095702,             0.00095702
                     30,                0.99351,                0.70778,                 1.2251,                0.98508,                0.98947,                 0.9799,                0.54669,                 1.4618,                0.52304,                 1.8229,             0.00095152,             0.00095152,             0.00095152
                     31,                0.98525,                0.71373,                 1.2197,                0.97648,                 0.9814,                0.97127,                0.53564,                 1.5197,                0.51194,                 1.9116,             0.00094602,             0.00094602,             0.00094602
                     32,                0.97343,                 0.6977,                 1.2002,                0.97273,                0.97232,                 0.9704,                0.54865,                 1.4673,                0.51234,                  1.871,             0.00094052,             0.00094052,             0.00094052
                     33,                 0.9794,                0.73793,                 1.2147,                0.98337,                0.98807,                 0.9833,                0.55796,                 1.4855,                0.49298,                 1.8208,             0.00093502,             0.00093502,             0.00093502
                     34,                0.96637,                0.69011,                 1.1976,                0.95466,                0.93864,                 0.9481,                0.55565,                 1.4885,                0.49433,                 1.8356,             0.00092952,             0.00092952,             0.00092952
                     35,                0.99537,                0.73555,                 1.2258,                0.97176,                0.97999,                 0.9738,                0.55004,                 1.4847,                0.49436,                 1.8565,             0.00092402,             0.00092402,             0.00092402
                     36,                0.96782,                 0.7064,                 1.2007,                0.97305,                0.97031,                0.98205,                0.56616,                 1.4271,                0.50582,                 1.7607,             0.00091852,             0.00091852,             0.00091852
                     37,                0.97517,                0.71192,                 1.2073,                0.96854,                0.97449,                0.96994,                 0.5627,                 1.4481,                0.48379,                  1.813,             0.00091302,             0.00091302,             0.00091302
                     38,                0.95637,                0.66257,                  1.185,                0.98927,                0.99079,                0.98835,                0.59913,                 1.3853,                 0.4821,                 1.7011,             0.00090752,             0.00090752,             0.00090752
                     39,                0.94423,                0.67259,                 1.2004,                0.98073,                0.97817,                0.98506,                0.57764,                 1.3825,                0.48052,                 1.7339,             0.00090202,             0.00090202,             0.00090202
                     40,                0.93569,                0.65396,                 1.1861,                0.97535,                0.98138,                 0.9742,                0.54032,                 1.4771,                0.49751,                 1.7875,             0.00089652,             0.00089652,             0.00089652
                     41,                0.93968,                 0.6815,                 1.2032,                 0.9655,                0.97372,                0.97238,                0.53187,                 1.4897,                0.49278,                 1.8474,             0.00089102,             0.00089102,             0.00089102
                     42,                0.93665,                0.66135,                 1.1741,                0.97738,                 0.9814,                0.97385,                  0.527,                 1.5323,                0.49805,                 1.8909,             0.00088552,             0.00088552,             0.00088552
                     43,                0.93001,                0.68328,                 1.1774,                0.95032,                0.95978,                0.96288,                0.54079,                 1.4777,                0.52353,                 1.8703,             0.00088002,             0.00088002,             0.00088002
                     44,                0.92221,                0.66529,                 1.1827,                0.98458,                0.98807,                0.97978,                0.53473,                 1.4718,                0.47584,                 1.9066,             0.00087452,             0.00087452,             0.00087452
                     45,                0.91266,                0.64036,                 1.1789,                0.97507,                 0.9814,                 0.9726,                0.52659,                 1.5472,                0.48952,                 1.9232,             0.00086902,             0.00086902,             0.00086902
                     46,                0.88377,                0.60975,                   1.16,                0.97639,                0.98224,                0.98507,                0.53995,                 1.4768,                0.49624,                 1.8014,             0.00086352,             0.00086352,             0.00086352
                     47,                0.90519,                 0.6275,                 1.1638,                0.95799,                0.96865,                0.95574,                0.53497,                 1.5002,                0.48446,                 1.8954,             0.00085803,             0.00085803,             0.00085803
                     48,                0.90389,                 0.6339,                 1.1694,                0.97494,                0.98281,                0.97595,                 0.5637,                  1.475,                0.47023,                  1.849,             0.00085253,             0.00085253,             0.00085253
                     49,                0.91981,                0.66069,                 1.1723,                0.96736,                0.97031,                0.95891,                0.54864,                 1.4673,                0.47477,                 1.8423,             0.00084703,             0.00084703,             0.00084703
                     50,                0.89817,                0.62877,                 1.1637,                0.98469,                0.98807,                0.98408,                0.56133,                 1.4501,                0.47044,                 1.8167,             0.00084153,             0.00084153,             0.00084153
                     51,                0.88985,                0.62221,                 1.1515,                0.97996,                  0.987,                0.97765,                0.53821,                 1.4763,                0.47293,                 1.8975,             0.00083603,             0.00083603,             0.00083603
                     52,                0.88971,                0.61256,                 1.1649,                0.94608,                0.95721,                0.93506,                0.53933,                 1.5087,                0.49522,                  1.972,             0.00083053,             0.00083053,             0.00083053
                     53,                0.88001,                0.60077,                 1.1543,                  0.968,                0.96364,                 0.9549,                0.53522,                 1.5071,                0.50684,                  2.006,             0.00082503,             0.00082503,             0.00082503
                     54,                0.85764,                0.60568,                 1.1394,                0.99509,                 0.9875,                0.98986,                0.55621,                  1.452,                0.48361,                  1.856,             0.00081953,             0.00081953,             0.00081953
                     55,                0.86397,                0.60538,                 1.1596,                 0.9645,                 0.9564,                 0.9665,                0.54947,                 1.5123,                 0.5228,                 1.9374,             0.00081403,             0.00081403,             0.00081403
                     56,                0.87229,                0.61006,                 1.1487,                0.97071,                0.97614,                0.97036,                0.53788,                 1.5357,                0.49523,                 1.9609,             0.00080853,             0.00080853,             0.00080853
                     57,                0.86483,                0.61279,                 1.1533,                0.95298,                0.95114,                0.93434,                0.50315,                  1.567,                0.50548,                 2.0184,             0.00080303,             0.00080303,             0.00080303
                     58,                0.86227,                0.58745,                 1.1381,                0.96778,                0.95307,                0.95226,                0.52945,                 1.4869,                0.50076,                 1.9169,             0.00079753,             0.00079753,             0.00079753
                     59,                0.85047,                0.57966,                 1.1334,                0.97256,                0.96028,                0.96096,                0.52459,                 1.5272,                0.48155,                 1.9821,             0.00079203,             0.00079203,             0.00079203
                     60,                0.81698,                0.58333,                 1.1229,                0.97413,                0.95959,                0.96418,                0.53479,                  1.489,                0.48487,                 1.9825,             0.00078653,             0.00078653,             0.00078653
                     61,                0.85352,                 0.6025,                 1.1353,                0.96625,                0.96662,                0.96428,                 0.5505,                 1.4734,                0.46326,                 1.8988,             0.00078103,             0.00078103,             0.00078103
                     62,                0.84308,                0.58862,                 1.1346,                0.95166,                0.95781,                0.94458,                0.52856,                 1.4998,                0.49562,                 1.9525,             0.00077553,             0.00077553,             0.00077553
                     63,                0.84544,                0.61089,                 1.1319,                0.96318,                0.96921,                0.95796,                0.55004,                 1.5023,                0.50082,                 1.9463,             0.00077003,             0.00077003,             0.00077003
                     64,                0.82793,                0.57559,                 1.1262,                0.97444,                0.98092,                0.97187,                0.53245,                 1.5276,                0.47928,                 1.9783,             0.00076453,             0.00076453,             0.00076453
                     65,                0.82002,                0.57361,                 1.1192,                0.96638,                0.97031,                0.95877,                0.53284,                 1.5263,                 0.4736,                 1.9866,             0.00075904,             0.00075904,             0.00075904
                     66,                0.83676,                0.57093,                 1.1229,                0.95086,                0.96218,                0.94533,                0.55281,                 1.4746,                0.47134,                 1.9536,             0.00075354,             0.00075354,             0.00075354
                     67,                0.80277,                0.59219,                 1.1081,                 0.9596,                0.96364,                0.95025,                0.53576,                 1.5119,                0.49688,                 2.0301,             0.00074804,             0.00074804,             0.00074804
                     68,                0.82823,                0.58362,                 1.1196,                0.97956,                0.98281,                0.97454,                0.55538,                 1.4538,                0.47825,                 1.9534,             0.00074254,             0.00074254,             0.00074254
                     69,                0.80951,                0.56595,                  1.113,                0.98053,                0.98547,                0.97905,                0.54226,                 1.5004,                0.47264,                 1.9407,             0.00073704,             0.00073704,             0.00073704
                     70,                 0.8041,                0.56733,                 1.1106,                0.96107,                0.95137,                0.94428,                0.52133,                 1.5427,                0.48677,                  2.048,             0.00073154,             0.00073154,             0.00073154
                     71,                0.78467,                0.54183,                 1.0983,                0.95728,                0.96307,                0.94658,                0.54306,                 1.4933,                0.46839,                 2.0028,             0.00072604,             0.00072604,             0.00072604
                     72,                 0.7903,                0.54469,                 1.1079,                0.95703,                0.95114,                0.95091,                0.54555,                  1.508,                0.47847,                 2.0235,             0.00072054,             0.00072054,             0.00072054
                     73,                0.77408,                0.54123,                 1.0913,                0.95253,                0.94531,                0.93446,                0.55277,                 1.4752,                0.46658,                 1.9457,             0.00071504,             0.00071504,             0.00071504
                     74,                0.80212,                0.56772,                 1.1145,                0.94271,                0.93586,                0.92744,                0.55289,                 1.4975,                 0.4604,                 1.9749,             0.00070954,             0.00070954,             0.00070954
                     75,                 0.7725,                0.52772,                 1.1014,                0.97391,                0.96165,                0.96927,                0.55569,                  1.465,                0.46926,                 1.9572,             0.00070404,             0.00070404,             0.00070404
                     76,                0.77422,                 0.5369,                 1.0955,                0.94539,                0.94923,                0.92919,                0.54368,                 1.5005,                0.48843,                 2.0497,             0.00069854,             0.00069854,             0.00069854
                     77,                0.78309,                 0.5291,                 1.0805,                0.96482,                 0.9689,                0.95491,                0.54176,                 1.4809,                0.47075,                 2.0341,             0.00069304,             0.00069304,             0.00069304
                     78,                   0.76,                0.52224,                 1.0962,                0.95756,                0.96274,                0.95625,                0.54421,                 1.5541,                0.48487,                 2.0718,             0.00068754,             0.00068754,             0.00068754
                     79,                0.75522,                0.52504,                 1.0856,                0.94445,                0.95076,                0.93703,                0.55243,                 1.5047,                0.47392,                 2.0431,             0.00068204,             0.00068204,             0.00068204
                     80,                0.76867,                0.52361,                 1.0949,                0.95125,                  0.941,                0.94049,                0.53699,                 1.5443,                0.47878,                 2.0665,             0.00067654,             0.00067654,             0.00067654
                     81,                0.76114,                0.51992,                 1.0888,                 0.9716,                0.95781,                0.96154,                0.54279,                 1.5254,                0.48387,                 2.0666,             0.00067104,             0.00067104,             0.00067104
                     82,                0.75153,                0.52597,                  1.085,                 0.9542,                0.95057,                 0.9422,                 0.5433,                 1.4959,                0.46197,                 2.0467,             0.00066554,             0.00066554,             0.00066554
                     83,                0.77513,                0.54647,                 1.0902,                0.96698,                0.97031,                0.95297,                0.54437,                 1.4908,                0.45978,                 1.9861,             0.00066005,             0.00066005,             0.00066005
                     84,                0.74257,                0.52638,                 1.0806,                 0.9578,                0.96223,                0.95004,                0.55299,                 1.4835,                0.49021,                 1.9989,             0.00065455,             0.00065455,             0.00065455
                     85,                0.73448,                0.49473,                 1.0713,                0.93976,                0.93649,                0.91582,                0.53786,                 1.4964,                0.47001,                 2.0235,             0.00064905,             0.00064905,             0.00064905
                     86,                0.76295,                 0.5316,                 1.0785,                0.96809,                0.96307,                 0.9643,                0.56736,                  1.442,                0.45578,                 1.9832,             0.00064355,             0.00064355,             0.00064355
                     87,                0.73918,                0.51857,                 1.0815,                0.96501,                0.95781,                0.95965,                0.54207,                 1.4778,                0.47572,                 2.0232,             0.00063805,             0.00063805,             0.00063805
                     88,                0.73075,                0.50693,                 1.0726,                0.95166,                0.95418,                0.94145,                0.53821,                 1.4872,                0.47174,                 2.0571,             0.00063255,             0.00063255,             0.00063255
                     89,                0.74075,                0.52675,                 1.0748,                 0.9392,                0.94731,                0.93214,                 0.5421,                 1.5462,                0.48483,                 2.0906,             0.00062705,             0.00062705,             0.00062705
                     90,                0.72889,                0.49353,                 1.0649,                0.97066,                0.97531,                0.96466,                0.55391,                 1.4745,                0.45376,                  1.973,             0.00062155,             0.00062155,             0.00062155
                     91,                0.71984,                0.50187,                 1.0614,                0.95441,                0.95781,                0.93691,                 0.5514,                 1.4821,                0.47067,                 2.0576,             0.00061605,             0.00061605,             0.00061605
                     92,                0.72262,                0.50032,                 1.0642,                0.95067,                0.95039,                0.94533,                0.52191,                 1.5359,                0.50325,                 2.1233,             0.00061055,             0.00061055,             0.00061055
                     93,                  0.733,                0.51319,                 1.0798,                 0.9592,                0.96307,                 0.9527,                0.54831,                  1.476,                0.47077,                 2.0536,             0.00060505,             0.00060505,             0.00060505
                     94,                0.70493,                0.50009,                  1.058,                0.95506,                0.96235,                0.95104,                0.54112,                 1.5048,                0.46714,                 2.0752,             0.00059955,             0.00059955,             0.00059955
                     95,                0.70642,                0.48613,                 1.0562,                0.95057,                 0.9439,                0.94048,                 0.5349,                 1.5392,                0.47997,                 2.1748,             0.00059405,             0.00059405,             0.00059405
                     96,                0.70869,                0.48377,                  1.067,                0.95287,                0.96215,                0.95049,                0.54111,                 1.5095,                0.46003,                 2.0805,             0.00058855,             0.00058855,             0.00058855
                     97,                0.69848,                0.47432,                 1.0464,                0.97742,                 0.9814,                0.97691,                0.54765,                 1.5068,                0.47001,                 2.1239,             0.00058305,             0.00058305,             0.00058305
                     98,                 0.7126,                0.49024,                 1.0656,                 0.9455,                0.94949,                 0.9343,                0.53848,                 1.5137,                0.47855,                 2.1439,             0.00057755,             0.00057755,             0.00057755
                     99,                0.70721,                0.48517,                 1.0573,                0.96834,                0.97428,                0.96108,                0.54406,                 1.5151,                0.47638,                 2.1214,             0.00057205,             0.00057205,             0.00057205
                    100,                0.71173,                0.49231,                 1.0613,                0.95311,                 0.9453,                0.94554,                0.54285,                  1.522,                0.47511,                 2.1162,             0.00056655,             0.00056655,             0.00056655
                    101,                0.69666,                0.47332,                 1.0476,                0.96895,                0.96307,                0.96907,                0.55777,                 1.4826,                 0.4562,                  2.069,             0.00056105,             0.00056105,             0.00056105
                    102,                0.67966,                0.47801,                 1.0517,                0.96144,                0.95781,                0.95702,                0.54833,                 1.4954,                 0.4625,                 2.0552,             0.00055556,             0.00055556,             0.00055556
                    103,                0.71317,                0.49341,                 1.0622,                0.95595,                 0.9564,                0.96144,                0.54605,                 1.5017,                0.46914,                 2.0862,             0.00055006,             0.00055006,             0.00055006
                    104,                0.69328,                 0.4759,                  1.059,                0.95317,                0.95057,                0.94925,                0.56404,                 1.5056,                0.46448,                 2.1464,             0.00054456,             0.00054456,             0.00054456
                    105,                0.69138,                0.47781,                 1.0395,                0.94069,                0.94072,                0.93552,                0.55704,                 1.4659,                 0.4678,                 2.0491,             0.00053906,             0.00053906,             0.00053906
                    106,                0.68788,                0.47288,                 1.0393,                0.95822,                0.95781,                0.95935,                0.55463,                 1.4903,                0.47787,                 2.0873,             0.00053356,             0.00053356,             0.00053356
                    107,                0.67449,                0.46818,                 1.0368,                 0.9647,                0.96307,                0.97113,                0.56154,                 1.4763,                0.46036,                 2.1262,             0.00052806,             0.00052806,             0.00052806
                    108,                0.66767,                0.47222,                 1.0307,                 0.9658,                0.96307,                0.96522,                0.56537,                 1.4475,                0.45296,                 2.0648,             0.00052256,             0.00052256,             0.00052256
                    109,                0.65843,                0.45031,                 1.0377,                0.94908,                0.95057,                 0.9476,                 0.5515,                 1.4681,                0.45395,                 2.0227,             0.00051706,             0.00051706,             0.00051706
                    110,                0.68998,                0.48378,                 1.0392,                0.94629,                0.94531,                0.95667,                0.56337,                 1.4709,                0.46439,                 2.1075,             0.00051156,             0.00051156,             0.00051156
                    111,                  0.689,                0.47417,                 1.0416,                0.95558,                0.95037,                0.94395,                0.54089,                 1.5108,                0.46584,                 2.1505,             0.00050606,             0.00050606,             0.00050606
                    112,                0.67531,                0.47597,                 1.0443,                0.94773,                0.94531,                0.94724,                0.54848,                 1.5009,                0.46954,                   2.12,             0.00050056,             0.00050056,             0.00050056
                    113,                0.68671,                0.46911,                 1.0474,                 0.9499,                0.94531,                0.94154,                0.53951,                  1.517,                0.46787,                 2.1555,             0.00049506,             0.00049506,             0.00049506
                    114,                0.66133,                0.47048,                 1.0361,                0.95936,                0.96525,                0.96527,                0.54008,                 1.5197,                0.47874,                 2.1723,             0.00048956,             0.00048956,             0.00048956
                    115,                0.65159,                0.45052,                 1.0305,                0.95106,                0.94531,                0.92554,                0.52733,                 1.5353,                0.48008,                 2.1975,             0.00048406,             0.00048406,             0.00048406
                    116,                0.67426,                0.46602,                 1.0462,                0.95567,                0.95057,                0.94752,                0.53423,                  1.515,                0.48543,                  2.142,             0.00047856,             0.00047856,             0.00047856
